
      	X(nS)     	Ch1(mV)      
 607  	5.9209    	-3.453262   
 608  	5.9306    	-3.468887   
 609  	5.9404    	-4.312637   
 610  	5.9502    	-5.281387   
 611  	5.9599    	-5.531448   
 612  	5.9697    	-5.265762   
 613  	5.9795    	-5.140762   
 614  	5.9893    	-5.750198   
 615  	5.9990    	-6.297073   
 616  	6.0088    	-6.250198   
 617  	6.0186    	-5.515823   
 618  	6.0283    	-4.250137   
 619  	6.0381    	-3.234512   
 620  	6.0479    	-2.406326   
 621  	6.0576    	-1.312576   
 622  	6.0674    	0.640610    
 623  	6.0772    	3.078232    
 624  	6.0870    	6.125107    
 625  	6.0967    	9.312729    
 626  	6.1065    	11.344101   
 627  	6.1163    	12.578476   
 628  	6.1260    	12.531601   
 629  	6.1358    	11.484726   
 630  	6.1456    	10.359604   
 631  	6.1553    	8.890854    
 632  	6.1651    	7.203354    
 633  	6.1749    	4.468857    
 634  	6.1847    	1.890610    
 635  	6.1944    	-0.593765   
 636  	6.2042    	-2.843826   
 637  	6.2140    	-5.750198   
 638  	6.2237    	-9.781569   
 639  	6.2335    	-15.844192  
 640  	6.2433    	-22.094376  
 641  	6.2531    	-27.860182  
 642  	6.2628    	-31.078993  
 643  	6.2726    	-32.000931  
 644  	6.2824    	-30.750868  
 645  	6.2921    	-28.125809  
 646  	6.3019    	-23.860062  
 647  	6.3117    	-19.453690  
 648  	6.3214    	-13.891006  
 649  	6.3312    	-8.734633   
 650  	6.3410    	-4.515762   
 651  	6.3508    	-1.484451   
 652  	6.3605    	2.046860    
 653  	6.3703    	7.593979    
 654  	6.3801    	14.906600   
 655  	6.3898    	22.047470   
 656  	6.3996    	28.172592   
 657  	6.4094    	31.907089   
 658  	6.4192    	33.125839   
 659  	6.4289    	32.625839   
 660  	6.4387    	30.266462   
 661  	6.4485    	25.625715   
 662  	6.4582    	19.828598   
 663  	6.4680    	13.078476   
 664  	6.4778    	7.484604    
 665  	6.4875    	2.453110    
 666  	6.4973    	-2.015701   
 667  	6.5071    	-7.140823   
 668  	6.5169    	-12.937881  
 669  	6.5266    	-18.844313  
 670  	6.5364    	-24.297562  
 671  	6.5462    	-28.860182  
 672  	6.5559    	-31.688368  
 673  	6.5657    	-32.625931  
 674  	6.5755    	-31.516493  
 675  	6.5852    	-28.735184  
 676  	6.5950    	-24.547560  
 677  	6.6048    	-19.734940  
 678  	6.6146    	-14.812943  
 679  	6.6243    	-10.531569  
 680  	6.6341    	-7.125198   
 681  	6.6439    	-4.078262   
 682  	6.6536    	-0.343765   
 683  	6.6634    	3.687607    
 684  	6.6732    	7.531479    
 685  	6.6830    	10.906479   
 686  	6.6927    	13.469101   
 687  	6.7025    	14.828476   
 688  	6.7123    	14.578476   
 689  	6.7220    	12.719101   
 690  	6.7318    	10.718979   
 691  	6.7416    	8.625229    
 692  	6.7513    	6.156357    
 693  	6.7611    	3.781357    
 694  	6.7709    	1.874985    
 695  	6.7807    	0.624985    
 696  	6.7904    	-0.125015   
 697  	6.8002    	-1.046951   
 698  	6.8100    	-2.109451   
 699  	6.8197    	-3.015701   
 700  	6.8295    	-3.406387   
 701  	6.8393    	-3.718887   
 702  	6.8490    	-3.437637   
 703  	6.8588    	-3.015701   
 704  	6.8686    	-2.531326   
 705  	6.8784    	-1.812576   
 706  	6.8881    	-1.093826   
 707  	6.8979    	-0.625015   
 708  	6.9077    	-0.859451   
 709  	6.9174    	-2.218826   
 710  	6.9272    	-3.515762   
 711  	6.9370    	-4.453262   
 712  	6.9468    	-5.656448   
 713  	6.9565    	-6.468948   
 714  	6.9663    	-7.859634   
 715  	6.9761    	-8.937758   
 716  	6.9858    	-9.328383   
 717  	6.9956    	-9.687759   
 718  	7.0054    	-10.234695  
 719  	7.0151    	-10.531569  
 720  	7.0249    	-10.656569  
 721  	7.0347    	-10.156569  
 722  	7.0445    	-9.047134   
 723  	7.0542    	-6.937698   
 724  	7.0640    	-4.859512   
 725  	7.0738    	-2.765701   
 726  	7.0835    	-0.421890   
 727  	7.0933    	1.312485    
 728  	7.1031    	3.390732    
 729  	7.1128    	4.671982    
 730  	7.1226    	5.843857    
 731  	7.1324    	6.250107    
 732  	7.1422    	6.140732    
 733  	7.1519    	6.062607    
 734  	7.1617    	5.546982    
 735  	7.1715    	5.093857    
 736  	7.1812    	4.484482    
 737  	7.1910    	3.531357    
 738  	7.2008    	2.203110    
 739  	7.2106    	0.749985    
 740  	7.2203    	-0.796890   
 741  	7.2301    	-2.234451   
 742  	7.2399    	-3.625137   
 743  	7.2496    	-4.484512   
 744  	7.2594    	-5.328323   
 745  	7.2692    	-5.593948   
 746  	7.2789    	-5.781448   
 747  	7.2887    	-5.703323   
 748  	7.2985    	-5.375198   
 749  	7.3083    	-4.625137   
 750  	7.3180    	-3.937637   
 751  	7.3278    	-3.562637   
 752  	7.3376    	-3.500137   
 753  	7.3473    	-3.578262   
 754  	7.3571    	-3.625137   
 755  	7.3669    	-3.609512   
 756  	7.3766    	-3.250137   
 757  	7.3864    	-2.828201   
 758  	7.3962    	-3.156387   
 759  	7.4060    	-3.250137   
 760  	7.4157    	-4.078262   
 761  	7.4255    	-4.718887   
 762  	7.4353    	-5.172012   
 763  	7.4450    	-5.187637   
 764  	7.4548    	-5.625198   
 765  	7.4646    	-5.625198   
 766  	7.4744    	-5.343948   
 767  	7.4841    	-4.672012   
 768  	7.4939    	-3.718887   
 769  	7.5037    	-2.859451   
 770  	7.5134    	-2.015701   
 771  	7.5232    	-0.968826   
 772  	7.5330    	0.203110    
 773  	7.5427    	1.187485    
 774  	7.5525    	1.765610    
 775  	7.5623    	2.593857    
 776  	7.5721    	3.062607    
 777  	7.5818    	3.531357    
 778  	7.5916    	3.828232    
 779  	7.6014    	3.671982    
 780  	7.6111    	3.046982    
 781  	7.6209    	2.203110    
 782  	7.6307    	1.171860    
 783  	7.6404    	0.124985    
 784  	7.6502    	-0.875076   
 785  	7.6600    	-2.015701   
 786  	7.6698    	-2.984451   
 787  	7.6795    	-3.781387   
 788  	7.6893    	-4.500137   
 789  	7.6991    	-5.359573   
 790  	7.7088    	-6.000198   
 791  	7.7186    	-6.390823   
 792  	7.7284    	-6.437698   
 793  	7.7382    	-6.328323   
 794  	7.7479    	-6.093948   
 795  	7.7577    	-5.593948   
 796  	7.7675    	-5.062637   
 797  	7.7772    	-4.437637   
 798  	7.7870    	-3.593887   
 799  	7.7968    	-3.265762   
 800  	7.8065    	-2.828201   
 801  	7.8163    	-2.578201   
 802  	7.8261    	-2.171951   
 803  	7.8359    	-2.078201   
 804  	7.8456    	-1.781326   
 805  	7.8554    	-1.296951   
 806  	7.8652    	-1.375076   
 807  	7.8749    	-1.515701   
 808  	7.8847    	-1.656326   
 809  	7.8945    	-1.593826   
 810  	7.9043    	-1.937576   
 811  	7.9140    	-2.140701   
 812  	7.9238    	-2.515701   
 813  	7.9336    	-2.109451   
 814  	7.9433    	-1.703201   
 815  	7.9531    	-1.390701   
 816  	7.9629    	-1.000076   
 817  	7.9726    	-0.687515   
 818  	7.9824    	-0.296890   
 819  	7.9922    	0.187485    
 820  	8.0020    	0.171860    
