
      	X(nS)     	Ch1(mV)      
 783  	35.1461   	131.334290  
 784  	35.1910   	131.693665  
 785  	35.2360   	131.765564  
 786  	35.2809   	131.262512  
 787  	35.3258   	130.256165  
 788  	35.3708   	129.681213  
 789  	35.4157   	129.465637  
 790  	35.4607   	129.681213  
 791  	35.5056   	130.471848  
 792  	35.5506   	130.399963  
 793  	35.5955   	129.681213  
 794  	35.6404   	129.825012  
 795  	35.6854   	130.328064  
 796  	35.7303   	130.543762  
 797  	35.7753   	130.687424  
 798  	35.8202   	130.184372  
 799  	35.8652   	130.543762  
 800  	35.9101   	130.471848  
 801  	35.9551   	130.256165  
 802  	36.0000   	129.609299  
 803  	36.0449   	128.890564  
 804  	36.0899   	128.459274  
 805  	36.1348   	128.603088  
 806  	36.1798   	126.734306  
 807  	36.2247   	126.590637  
 808  	36.2697   	125.943665  
 809  	36.3146   	124.865540  
 810  	36.3596   	124.506157  
 811  	36.4045   	123.787415  
 812  	36.4494   	122.709282  
 813  	36.4944   	122.421806  
 814  	36.5393   	122.349915  
 815  	36.5843   	121.056206  
 816  	36.6292   	120.912415  
 817  	36.6742   	119.906181  
 818  	36.7191   	118.325005  
 819  	36.7640   	117.678032  
 820  	36.8090   	117.174980  
 821  	36.8539   	115.953056  
 822  	36.8989   	114.731255  
 823  	36.9438   	113.868706  
 824  	36.9888   	112.934380  
 825  	37.0337   	113.437431  
 826  	37.0787   	112.359306  
 827  	37.1236   	111.856255  
 828  	37.1685   	111.353088  
 829  	37.2135   	110.921806  
 830  	37.2584   	110.274963  
 831  	37.3034   	109.412415  
 832  	37.3483   	109.340630  
