
      	X(nS)     	Ch1(mV)      
 510  	22.8764   	-82.570061  
 511  	22.9213   	-82.785645  
 512  	22.9663   	-83.576294  
 513  	23.0112   	-83.001274  
 514  	23.0562   	-83.001274  
 515  	23.1011   	-83.288811  
 516  	23.1461   	-83.145020  
 517  	23.1910   	-83.216919  
 518  	23.2360   	-83.791924  
 519  	23.2809   	-83.576294  
 520  	23.3258   	-82.929436  
 521  	23.3708   	-83.001274  
 522  	23.4157   	-82.641899  
 523  	23.4607   	-83.001274  
 524  	23.5056   	-82.498161  
 525  	23.5506   	-83.216919  
 526  	23.5955   	-83.791924  
 527  	23.6404   	-83.504395  
 528  	23.6854   	-82.498161  
 529  	23.7303   	-82.785645  
 530  	23.7753   	-82.641899  
 531  	23.8202   	-82.426270  
 532  	23.8652   	-82.641899  
 533  	23.9101   	-83.360649  
 534  	23.9551   	-83.145020  
 535  	24.0000   	-84.151299  
 536  	24.0449   	-83.432549  
 537  	24.0899   	-83.863770  
 538  	24.1348   	-83.576294  
 539  	24.1798   	-83.360649  
 540  	24.2247   	-83.073174  
 541  	24.2697   	-83.576294  
 542  	24.3146   	-82.210686  
 543  	24.3596   	-82.210686  
 544  	24.4045   	-82.138786  
 545  	24.4494   	-82.210686  
 546  	24.4944   	-82.570061  
 547  	24.5393   	-81.995049  
 548  	24.5843   	-81.132561  
 549  	24.6292   	-81.563774  
 550  	24.6742   	-81.707520  
 551  	24.7191   	-80.701286  
 552  	24.7640   	-80.701286  
 553  	24.8090   	-80.701286  
 554  	24.8539   	-80.198174  
 555  	24.8989   	-80.270012  
 556  	24.9438   	-79.551262  
 557  	24.9888   	-79.191887  
 558  	25.0337   	-77.826286  
 559  	25.0787   	-76.676262  
 560  	25.1236   	-74.663811  
 561  	25.1685   	-72.507561  
 562  	25.2135   	-70.710686  
 563  	25.2584   	-70.063782  
 564  	25.3034   	-70.351311  
 565  	25.3483   	-69.416931  
 566  	25.3933   	-69.704407  
 567  	25.4382   	-68.626282  
 568  	25.4831   	-62.876274  
 569  	25.5281   	-38.223145  
 570  	25.5730   	-15.223143  
 571  	25.6180   	2.026855    
 572  	25.6629   	13.526855   
 573  	25.7079   	23.445557   
 574  	25.7528   	30.058102   
 575  	25.7978   	35.233028   
 576  	25.8427   	36.814327   
 577  	25.8876   	39.904903   
 578  	25.9326   	41.342403   
 579  	25.9775   	42.851803   
 580  	26.0225   	44.864376   
 581  	26.0674   	45.511227   
 582  	26.1124   	47.667477   
 583  	26.1573   	47.595581   
 584  	26.2022   	47.739376   
 585  	26.2472   	47.595581   
 586  	26.2921   	48.529903   
 587  	26.3371   	48.098751   
 588  	26.3820   	48.745605   
 589  	26.4270   	48.314331   
 590  	26.4719   	48.961178   
 591  	26.5169   	49.033081   
 592  	26.5618   	50.326778   
 593  	26.6067   	51.548702   
 594  	26.6517   	51.404903   
 595  	26.6966   	50.542480   
 596  	26.7416   	50.470577   
 597  	26.7865   	51.261230   
 598  	26.8315   	51.979977   
 599  	26.8764   	51.764278   
 600  	26.9213   	51.836178   
 601  	26.9663   	52.267452   
 602  	27.0112   	52.411255   
 603  	27.0562   	52.123653   
 604  	27.1011   	53.848751   
 605  	27.1461   	53.561153   
 606  	27.1910   	52.914303   
 607  	27.2360   	52.483028   
 608  	27.2809   	53.776852   
 609  	27.3258   	54.567501   
 610  	27.3708   	55.573723   
 611  	27.4157   	55.645622   
 612  	27.4607   	54.854973   
 613  	27.5056   	55.717407   
 614  	27.5506   	55.286247   
 615  	27.5955   	55.214348   
 616  	27.6404   	54.495602   
 617  	27.6854   	54.495602   
 618  	27.7303   	54.639278   
 619  	27.7753   	56.148682   
 620  	27.8202   	55.214348   
 621  	27.8652   	55.429932   
 622  	27.9101   	56.723747   
 623  	27.9551   	56.508057   
 624  	28.0000   	56.508057   
 625  	28.0449   	55.789307   
 626  	28.0899   	55.501831   
 627  	28.1348   	55.645622   
 628  	28.1798   	55.070557   
 629  	28.2247   	55.286247   
 630  	28.2697   	55.789307   
 631  	28.3146   	54.567501   
 632  	28.3596   	53.704952   
 633  	28.4045   	54.064327   
 634  	28.4494   	53.776852   
 635  	28.4944   	53.704952   
 636  	28.5393   	54.783077   
 637  	28.5843   	54.711178   
 638  	28.6292   	54.567501   
 639  	28.6742   	54.064327   
 640  	28.7191   	54.495602   
 641  	28.7640   	54.854973   
 642  	28.8090   	54.711178   
 643  	28.8539   	54.495602   
 644  	28.8989   	54.926876   
 645  	28.9438   	56.076782   
 646  	28.9888   	56.220581   
 647  	29.0337   	55.214348   
 648  	29.0787   	55.358032   
 649  	29.1236   	56.004997   
 650  	29.1685   	56.508057   
 651  	29.2135   	56.723747   
 652  	29.2584   	56.723747   
 653  	29.3034   	56.292473   
 654  	29.3483   	57.154907   
 655  	29.3933   	56.292473   
 656  	29.4382   	55.645622   
 657  	29.4831   	54.998657   
 658  	29.5281   	54.783077   
 659  	29.5730   	56.436157   
 660  	29.6180   	56.579956   
 661  	29.6629   	56.436157   
 662  	29.7079   	57.154907   
 663  	29.7528   	57.083122   
 664  	29.7978   	57.658081   
 665  	29.8427   	57.873657   
 666  	29.8876   	57.729980   
 667  	29.9326   	57.442497   
 668  	29.9775   	57.298706   
 669  	30.0225   	56.004997   
 670  	30.0674   	56.004997   
 671  	30.1124   	55.429932   
 672  	30.1573   	56.292473   
 673  	30.2022   	55.717407   
 674  	30.2472   	56.579956   
 675  	30.2921   	55.573723   
 676  	30.3371   	55.717407   
